Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Least Angle Regression,3.87146208492647e+274,inf,inf,-inf,66.6964,1.9418304028564947e+274,0.208,"(1, 9, 13)"
K Neighbors Regressor,0.3077,0.3022,0.5449,0.9495,0.2041,0.1109,0.213,"(1, 9, 15)"
Random Forest Regressor,0.8659,1.6128,1.2663,0.7274,0.4253,0.2561,0.619,"(1, 9, 15)"
Light Gradient Boosting Machine,0.9357,1.7232,1.3085,0.7095,0.4375,0.3009,0.286,"(1, 9, 15)"
Extra Trees Regressor,0.9575,1.7428,1.3153,0.7068,0.4411,0.3023,0.325,"(1, 9, 15)"
Decision Tree Regressor,1.0278,3.269,1.7951,0.4426,0.5482,0.3628,0.228,"(1, 9, 15)"
Gradient Boosting Regressor,1.1193,2.2676,1.5042,0.6161,0.5013,0.3509,0.509,"(1, 9, 15)"
Linear Regression,1.6279,4.2852,2.0671,0.2759,0.6257,0.5694,0.209,"(1, 9, 15)"
Ridge Regression,1.6998,4.6346,2.1502,0.2164,0.6486,0.5794,0.21,"(1, 9, 15)"
Bayesian Ridge,1.7112,4.6893,2.163,0.2073,0.6513,0.5835,0.212,"(1, 9, 15)"
AdaBoost Regressor,1.7737,4.4989,2.119,0.2375,0.6852,0.6776,0.267,"(1, 9, 15)"
Orthogonal Matching Pursuit,1.847,5.2721,2.2942,0.108,0.6807,0.6543,0.201,"(1, 9, 15)"
Elastic Net,1.8611,5.298,2.2999,0.1039,0.6861,0.6528,0.205,"(1, 9, 15)"
Lasso Regression,1.8774,5.3506,2.3113,0.0952,0.6917,0.657,0.213,"(1, 9, 15)"
Lasso Least Angle Regression,1.8774,5.3506,2.3113,0.0952,0.6917,0.657,0.213,"(1, 9, 15)"
Huber Regressor,1.928,5.8615,2.4188,0.0097,0.6957,0.6131,0.216,"(1, 9, 15)"
Dummy Regressor,2.0236,5.9921,2.4457,-0.0118,0.7262,0.737,0.215,"(1, 9, 15)"
Passive Aggressive Regressor,2.7572,12.3865,3.4396,-1.1585,1.0153,1.0247,0.212,"(1, 9, 15)"
Least Angle Regression,268022.4296,1048164488792.447,352963.3236,-174233759901.6666,5.7116,135026.4486,0.214,"(1, 9, 15)"
K Neighbors Regressor,0.2915,0.3165,0.5531,0.946,0.1981,0.104,0.215,"(1, 9, 16)"
Random Forest Regressor,0.8909,1.5868,1.2577,0.7298,0.4309,0.269,0.707,"(1, 9, 16)"
Light Gradient Boosting Machine,0.9316,1.6714,1.29,0.7156,0.4356,0.305,0.29,"(1, 9, 16)"
Decision Tree Regressor,0.9557,3.3857,1.8251,0.4219,0.5672,0.3189,0.222,"(1, 9, 16)"
Extra Trees Regressor,0.9832,1.8387,1.3539,0.6867,0.4531,0.3081,0.347,"(1, 9, 16)"
Gradient Boosting Regressor,1.1141,2.2356,1.4909,0.6209,0.4979,0.3627,0.543,"(1, 9, 16)"
Linear Regression,1.6284,4.1993,2.0472,0.2834,0.6213,0.5735,0.213,"(1, 9, 16)"
Ridge Regression,1.7194,4.6287,2.1494,0.2107,0.6531,0.5818,0.212,"(1, 9, 16)"
Bayesian Ridge,1.7456,4.7237,2.1716,0.1941,0.6577,0.5928,0.215,"(1, 9, 16)"
AdaBoost Regressor,1.8034,4.5553,2.133,0.2218,0.6872,0.6745,0.274,"(1, 9, 16)"
Orthogonal Matching Pursuit,1.8679,5.2568,2.2915,0.103,0.6841,0.6511,0.214,"(1, 9, 16)"
Elastic Net,1.8814,5.2858,2.298,0.0978,0.6892,0.6516,0.214,"(1, 9, 16)"
Lasso Regression,1.9012,5.3596,2.3142,0.0849,0.6959,0.6571,0.212,"(1, 9, 16)"
Lasso Least Angle Regression,1.9012,5.3596,2.3142,0.0849,0.6959,0.6571,0.212,"(1, 9, 16)"
Huber Regressor,1.9237,5.7713,2.4011,0.0159,0.6918,0.6017,0.224,"(1, 9, 16)"
Dummy Regressor,2.0202,5.8856,2.4247,-0.0034,0.7226,0.7308,0.218,"(1, 9, 16)"
Passive Aggressive Regressor,2.8248,12.8315,3.4174,-1.2498,0.8807,1.0845,0.219,"(1, 9, 16)"
Least Angle Regression,4.685517650286013e+273,inf,inf,-inf,66.0285,2.215219689997559e+273,0.219,"(1, 9, 16)"
K Neighbors Regressor,0.3204,0.3623,0.5933,0.941,0.2118,0.1087,0.223,"(1, 9, 17)"
Random Forest Regressor,0.9258,1.7988,1.3372,0.7098,0.4413,0.2749,0.662,"(1, 9, 17)"
Light Gradient Boosting Machine,0.9675,1.8929,1.3695,0.6947,0.4504,0.3108,0.291,"(1, 9, 17)"
Extra Trees Regressor,0.9934,1.9331,1.3861,0.6878,0.4544,0.3018,0.343,"(1, 9, 17)"
Decision Tree Regressor,1.0376,3.4177,1.843,0.4453,0.5658,0.3677,0.224,"(1, 9, 17)"
Gradient Boosting Regressor,1.1913,2.5638,1.5983,0.5872,0.5208,0.3703,0.532,"(1, 9, 17)"
Linear Regression,1.6762,4.5894,2.1364,0.2643,0.639,0.565,0.209,"(1, 9, 17)"
Ridge Regression,1.8011,5.0531,2.2437,0.1903,0.6737,0.5969,0.22,"(1, 9, 17)"
AdaBoost Regressor,1.8223,4.7114,2.1644,0.2475,0.6925,0.6673,0.28,"(1, 9, 17)"
Bayesian Ridge,1.832,5.1805,2.2718,0.1704,0.6799,0.6114,0.212,"(1, 9, 17)"
Orthogonal Matching Pursuit,1.9583,5.6346,2.369,0.0988,0.7013,0.676,0.225,"(1, 9, 17)"
Elastic Net,1.9705,5.6603,2.3748,0.0944,0.7063,0.6752,0.225,"(1, 9, 17)"
Lasso Regression,1.9873,5.7275,2.3891,0.0834,0.7127,0.6784,0.225,"(1, 9, 17)"
Lasso Least Angle Regression,1.9873,5.7275,2.3891,0.0834,0.7127,0.6784,0.225,"(1, 9, 17)"
Huber Regressor,2.0147,6.2124,2.4879,0.0066,0.7121,0.62,0.219,"(1, 9, 17)"
Dummy Regressor,2.1068,6.272,2.5012,-0.0046,0.7441,0.7553,0.226,"(1, 9, 17)"
Passive Aggressive Regressor,2.8055,11.6772,3.3758,-0.8466,0.9284,1.1714,0.21,"(1, 9, 17)"
Least Angle Regression,2.445709704020554e+63,1.3827907702200814e+128,3.7185894775036424e+63,-2.572943937917465e+127,18.6631,1.3565250052940166e+63,0.222,"(1, 9, 17)"
K Neighbors Regressor,0.3111,0.3223,0.5613,0.9551,0.2038,0.1082,0.225,"(1, 10, 12)"
Decision Tree Regressor,1.0457,3.7582,1.9205,0.4745,0.5597,0.3414,0.231,"(1, 10, 12)"
Random Forest Regressor,1.0807,2.2835,1.5068,0.6817,0.49,0.3067,0.693,"(1, 10, 12)"
Light Gradient Boosting Machine,1.0967,2.3507,1.5289,0.6725,0.4926,0.3356,0.303,"(1, 10, 12)"
Extra Trees Regressor,1.1145,2.3637,1.5316,0.6708,0.4953,0.3274,0.355,"(1, 10, 12)"
Gradient Boosting Regressor,1.4086,3.4228,1.8462,0.5228,0.5805,0.4214,0.541,"(1, 10, 12)"
Linear Regression,1.8723,5.4252,2.3256,0.2442,0.6908,0.6141,0.233,"(1, 10, 12)"
Ridge Regression,1.939,5.7116,2.3875,0.2045,0.7071,0.6265,0.225,"(1, 10, 12)"
Bayesian Ridge,1.9586,5.762,2.3981,0.1975,0.7108,0.6375,0.225,"(1, 10, 12)"
AdaBoost Regressor,2.027,5.6479,2.3737,0.214,0.7432,0.7203,0.274,"(1, 10, 12)"
Orthogonal Matching Pursuit,2.1527,6.6165,2.571,0.0784,0.7511,0.7329,0.235,"(1, 10, 12)"
Elastic Net,2.17,6.647,2.5771,0.0742,0.7572,0.7354,0.229,"(1, 10, 12)"
Lasso Regression,2.1914,6.7218,2.5918,0.0638,0.7643,0.742,0.228,"(1, 10, 12)"
Lasso Least Angle Regression,2.1914,6.7218,2.5918,0.0638,0.7643,0.742,0.227,"(1, 10, 12)"
Huber Regressor,2.2166,7.3818,2.7156,-0.0278,0.7534,0.6449,0.23,"(1, 10, 12)"
Dummy Regressor,2.3076,7.2369,2.6896,-0.008,0.7891,0.7977,0.229,"(1, 10, 12)"
Passive Aggressive Regressor,2.5584,11.1245,3.2794,-0.546,0.8444,0.7358,0.228,"(1, 10, 12)"
Least Angle Regression,308677.5616,800040167311.5214,395367.1668,-115886345877.3912,6.5266,155949.8703,0.23,"(1, 10, 12)"
K Neighbors Regressor,0.2911,0.3122,0.5565,0.9515,0.1982,0.1019,0.229,"(1, 10, 13)"
Random Forest Regressor,0.9397,1.7807,1.3275,0.7229,0.4476,0.2847,0.729,"(1, 10, 13)"
Decision Tree Regressor,0.9453,3.1241,1.7562,0.514,0.5465,0.3536,0.235,"(1, 10, 13)"
Light Gradient Boosting Machine,0.9982,1.9475,1.3894,0.697,0.4683,0.3233,0.309,"(1, 10, 13)"
Extra Trees Regressor,1.0206,2.0008,1.4088,0.689,0.467,0.311,0.36,"(1, 10, 13)"
Gradient Boosting Regressor,1.271,2.8408,1.6809,0.5572,0.544,0.3971,0.549,"(1, 10, 13)"
Linear Regression,1.6997,4.6121,2.1448,0.2788,0.6498,0.5669,0.234,"(1, 10, 13)"
Ridge Regression,1.7758,4.9128,2.2145,0.233,0.6698,0.5873,0.231,"(1, 10, 13)"
Bayesian Ridge,1.7842,4.9497,2.2228,0.2271,0.6719,0.5909,0.24,"(1, 10, 13)"
AdaBoost Regressor,1.9597,5.187,2.2762,0.1908,0.7328,0.7411,0.304,"(1, 10, 13)"
Orthogonal Matching Pursuit,2.0263,5.8859,2.4253,0.0813,0.725,0.7054,0.236,"(1, 10, 13)"
Elastic Net,2.0469,5.9162,2.4314,0.0771,0.7311,0.7102,0.228,"(1, 10, 13)"
Lasso Regression,2.0706,5.9913,2.4467,0.0657,0.7382,0.7182,0.234,"(1, 10, 13)"
Lasso Least Angle Regression,2.0706,5.9913,2.4467,0.0657,0.7382,0.7182,0.23,"(1, 10, 13)"
Huber Regressor,2.0912,6.4614,2.5401,-0.0064,0.7331,0.6404,0.231,"(1, 10, 13)"
Dummy Regressor,2.1662,6.4482,2.5379,-0.0046,0.7599,0.7738,0.227,"(1, 10, 13)"
Passive Aggressive Regressor,3.0826,15.5587,3.7457,-1.464,0.9775,1.103,0.236,"(1, 10, 13)"
Least Angle Regression,2333224.6167,29551168903048.863,3204553.9293,-5021877224054.572,9.2306,1197057.9528,0.232,"(1, 10, 13)"
K Neighbors Regressor,0.3254,0.3484,0.5817,0.9452,0.206,0.111,0.232,"(1, 10, 15)"
Decision Tree Regressor,0.8931,3.0048,1.7036,0.5352,0.5324,0.2883,0.239,"(1, 10, 15)"
Light Gradient Boosting Machine,1.0247,2.0976,1.4436,0.6759,0.4744,0.3113,0.298,"(1, 10, 15)"
Random Forest Regressor,1.0433,2.1714,1.47,0.6638,0.4876,0.2833,0.674,"(1, 10, 15)"
Extra Trees Regressor,1.0728,2.2651,1.5011,0.6502,0.4835,0.3053,0.36,"(1, 10, 15)"
Gradient Boosting Regressor,1.2837,2.9375,1.7123,0.5459,0.5517,0.3795,0.524,"(1, 10, 15)"
Linear Regression,1.7127,4.806,2.1876,0.2569,0.6562,0.5535,0.232,"(1, 10, 15)"
Ridge Regression,1.7781,5.0617,2.2452,0.2168,0.6692,0.5644,0.23,"(1, 10, 15)"
Bayesian Ridge,1.7957,5.1224,2.2589,0.2074,0.6725,0.5743,0.23,"(1, 10, 15)"
AdaBoost Regressor,1.9453,5.3328,2.3063,0.1782,0.7261,0.6944,0.286,"(1, 10, 15)"
Orthogonal Matching Pursuit,2.0071,5.9487,2.4372,0.0802,0.7192,0.6817,0.239,"(1, 10, 15)"
Elastic Net,2.0246,5.9769,2.443,0.0764,0.7249,0.6884,0.223,"(1, 10, 15)"
Lasso Regression,2.0449,6.0483,2.4575,0.0658,0.7315,0.6967,0.236,"(1, 10, 15)"
Lasso Least Angle Regression,2.0449,6.0483,2.4575,0.0658,0.7315,0.6967,0.236,"(1, 10, 15)"
Huber Regressor,2.0954,6.4988,2.5462,-0.0006,0.7312,0.651,0.235,"(1, 10, 15)"
Dummy Regressor,2.1729,6.5632,2.56,-0.0121,0.7558,0.7705,0.238,"(1, 10, 15)"
Passive Aggressive Regressor,3.1595,14.7324,3.6644,-1.2406,0.9664,1.4429,0.226,"(1, 10, 15)"
Least Angle Regression,22172.6983,5499984393.0617,29365.9341,-860511508.2984,4.3994,9226.9415,0.242,"(1, 10, 15)"
K Neighbors Regressor,0.2935,0.304,0.5435,0.9517,0.1981,0.1056,0.237,"(1, 10, 16)"
Light Gradient Boosting Machine,0.9767,1.8781,1.3647,0.7017,0.4542,0.3179,0.312,"(1, 10, 16)"
Random Forest Regressor,1.0012,1.9156,1.3786,0.6963,0.4569,0.2953,0.734,"(1, 10, 16)"
Extra Trees Regressor,1.0164,1.9805,1.4022,0.6863,0.4586,0.3076,0.37,"(1, 10, 16)"
Decision Tree Regressor,1.0739,3.6741,1.8791,0.4109,0.567,0.3641,0.245,"(1, 10, 16)"
Gradient Boosting Regressor,1.2451,2.7001,1.639,0.5719,0.5272,0.3869,0.564,"(1, 10, 16)"
Linear Regression,1.6919,4.5289,2.1242,0.2808,0.6467,0.5664,0.237,"(1, 10, 16)"
Ridge Regression,1.7714,4.8633,2.2031,0.2271,0.6681,0.5752,0.229,"(1, 10, 16)"
Bayesian Ridge,1.7857,4.9478,2.2225,0.2139,0.6722,0.5815,0.243,"(1, 10, 16)"
AdaBoost Regressor,1.9176,5.0471,2.2448,0.1987,0.719,0.7065,0.288,"(1, 10, 16)"
Orthogonal Matching Pursuit,1.9974,5.7645,2.3992,0.0848,0.7171,0.6883,0.241,"(1, 10, 16)"
Elastic Net,2.0153,5.7928,2.4052,0.0803,0.7232,0.691,0.24,"(1, 10, 16)"
Lasso Regression,2.0379,5.8658,2.4204,0.0686,0.7304,0.6978,0.237,"(1, 10, 16)"
Lasso Least Angle Regression,2.0379,5.8658,2.4204,0.0686,0.7304,0.6978,0.235,"(1, 10, 16)"
Huber Regressor,2.1028,6.4363,2.5356,-0.0213,0.7302,0.6565,0.239,"(1, 10, 16)"
Dummy Regressor,2.1505,6.3699,2.523,-0.0117,0.756,0.7582,0.244,"(1, 10, 16)"
Passive Aggressive Regressor,2.6534,10.3121,3.177,-0.6359,0.9039,1.0808,0.236,"(1, 10, 16)"
Least Angle Regression,314198.4295,2091123222554.2627,476233.2719,-327578874481.5838,4.7688,186986.9625,0.239,"(1, 10, 16)"
K Neighbors Regressor,0.3102,0.3381,0.5742,0.9512,0.2023,0.1038,0.247,"(1, 10, 17)"
Extra Trees Regressor,1.0794,2.2394,1.491,0.6749,0.4799,0.3047,0.363,"(1, 10, 17)"
Light Gradient Boosting Machine,1.0815,2.2805,1.5013,0.669,0.4879,0.3241,0.314,"(1, 10, 17)"
Random Forest Regressor,1.113,2.386,1.5386,0.6543,0.4975,0.3056,0.703,"(1, 10, 17)"
Decision Tree Regressor,1.2745,4.7222,2.1516,0.312,0.6411,0.41,0.248,"(1, 10, 17)"
Gradient Boosting Regressor,1.3096,2.9852,1.7229,0.5668,0.5549,0.3813,0.544,"(1, 10, 17)"
Linear Regression,1.7492,4.9039,2.2109,0.2853,0.6638,0.5633,0.246,"(1, 10, 17)"
Ridge Regression,1.8202,5.2308,2.2852,0.2376,0.6823,0.5695,0.238,"(1, 10, 17)"
Bayesian Ridge,1.8338,5.2925,2.2986,0.2288,0.6856,0.5761,0.245,"(1, 10, 17)"
AdaBoost Regressor,2.0185,5.5475,2.3533,0.1932,0.7439,0.7241,0.295,"(1, 10, 17)"
Orthogonal Matching Pursuit,2.0957,6.2764,2.504,0.0858,0.7381,0.7089,0.24,"(1, 10, 17)"
Elastic Net,2.1152,6.3041,2.5096,0.082,0.7439,0.7134,0.239,"(1, 10, 17)"
Lasso Regression,2.1379,6.3736,2.5234,0.072,0.7508,0.7216,0.24,"(1, 10, 17)"
Lasso Least Angle Regression,2.1379,6.3736,2.5234,0.072,0.7508,0.7216,0.247,"(1, 10, 17)"
Huber Regressor,2.1957,6.9107,2.6271,-0.0055,0.7545,0.6714,0.243,"(1, 10, 17)"
Dummy Regressor,2.2677,6.8976,2.6244,-0.0026,0.7783,0.7951,0.244,"(1, 10, 17)"
Passive Aggressive Regressor,2.5575,9.735,3.0927,-0.4061,0.916,1.006,0.239,"(1, 10, 17)"
Least Angle Regression,17081.7054,3166790053.4738,22515.8813,-500466975.8071,5.2275,8418.9046,0.23,"(1, 10, 17)"
K Neighbors Regressor,0.2866,0.2937,0.5318,0.9532,0.1946,0.1097,0.243,"(1, 12, 13)"
Random Forest Regressor,0.8299,1.582,1.2529,0.7458,0.422,0.2653,0.723,"(1, 12, 13)"
Decision Tree Regressor,0.9591,3.0738,1.7423,0.5103,0.5405,0.3643,0.25,"(1, 12, 13)"
Light Gradient Boosting Machine,0.9778,1.8614,1.3609,0.702,0.4543,0.3359,0.324,"(1, 12, 13)"
Extra Trees Regressor,0.9782,1.8103,1.3408,0.7099,0.4554,0.3262,0.374,"(1, 12, 13)"
Gradient Boosting Regressor,1.22,2.6523,1.6259,0.5749,0.5353,0.3962,0.572,"(1, 12, 13)"
Linear Regression,1.7455,4.7735,2.1825,0.2381,0.6619,0.6212,0.241,"(1, 12, 13)"
Ridge Regression,1.8072,4.9964,2.2332,0.2027,0.6779,0.6372,0.243,"(1, 12, 13)"
Bayesian Ridge,1.8201,5.0379,2.2424,0.1964,0.6805,0.6452,0.245,"(1, 12, 13)"
AdaBoost Regressor,1.8268,4.6848,2.1625,0.2497,0.7012,0.6982,0.287,"(1, 12, 13)"
Orthogonal Matching Pursuit,1.9775,5.7695,2.4003,0.0799,0.7155,0.7201,0.246,"(1, 12, 13)"
Elastic Net,1.9905,5.7968,2.4061,0.0753,0.7202,0.7212,0.242,"(1, 12, 13)"
Lasso Regression,2.0095,5.8659,2.4204,0.0641,0.7264,0.7274,0.244,"(1, 12, 13)"
Lasso Least Angle Regression,2.0095,5.8659,2.4204,0.0641,0.7264,0.7274,0.245,"(1, 12, 13)"
Huber Regressor,2.0178,6.5773,2.5607,-0.0459,0.7133,0.6163,0.236,"(1, 12, 13)"
Dummy Regressor,2.0964,6.3219,2.5126,-0.0078,0.7468,0.7744,0.238,"(1, 12, 13)"
Passive Aggressive Regressor,2.8131,13.7283,3.5192,-1.1825,1.0486,1.1005,0.248,"(1, 12, 13)"
Least Angle Regression,13471.0391,3843343125.6799,20066.1749,-574313844.453,3.7477,6305.7425,0.227,"(1, 12, 13)"
K Neighbors Regressor,0.3024,0.343,0.5762,0.9489,0.2081,0.1012,0.254,"(1, 12, 15)"
Decision Tree Regressor,0.8777,2.6941,1.6308,0.5993,0.5149,0.3124,0.255,"(1, 12, 15)"
Random Forest Regressor,0.8946,1.7341,1.3104,0.7422,0.441,0.255,0.683,"(1, 12, 15)"
Light Gradient Boosting Machine,0.9646,1.8498,1.3541,0.7246,0.4584,0.3129,0.323,"(1, 12, 15)"
Extra Trees Regressor,0.9999,1.928,1.3843,0.7117,0.4666,0.3037,0.372,"(1, 12, 15)"
Gradient Boosting Regressor,1.2496,2.7996,1.6686,0.5806,0.5436,0.3868,0.533,"(1, 12, 15)"
Linear Regression,1.7621,5.0462,2.2418,0.2483,0.666,0.6023,0.246,"(1, 12, 15)"
Ridge Regression,1.845,5.2961,2.2984,0.2094,0.6842,0.6291,0.245,"(1, 12, 15)"
Bayesian Ridge,1.8606,5.3388,2.3074,0.2037,0.6871,0.6389,0.248,"(1, 12, 15)"
AdaBoost Regressor,1.919,5.2063,2.2792,0.223,0.7315,0.7422,0.31,"(1, 12, 15)"
Orthogonal Matching Pursuit,2.0238,6.0841,2.4607,0.0966,0.7229,0.7298,0.25,"(1, 12, 15)"
Elastic Net,2.037,6.1094,2.4662,0.0924,0.7284,0.7308,0.252,"(1, 12, 15)"
Lasso Regression,2.0487,6.1574,2.4762,0.0849,0.7332,0.7334,0.245,"(1, 12, 15)"
Lasso Least Angle Regression,2.0487,6.1574,2.4762,0.0849,0.7332,0.7334,0.247,"(1, 12, 15)"
Huber Regressor,2.0871,6.9228,2.6266,-0.0308,0.7232,0.6385,0.236,"(1, 12, 15)"
Dummy Regressor,2.1588,6.7368,2.5913,-0.0025,0.7586,0.7861,0.252,"(1, 12, 15)"
Passive Aggressive Regressor,3.0918,16.5936,3.8706,-1.4971,1.1147,1.1734,0.247,"(1, 12, 15)"
Least Angle Regression,20766.9613,14436947217.0731,38252.8952,-2072492546.733,3.8316,8842.0922,0.256,"(1, 12, 15)"
K Neighbors Regressor,0.2994,0.2924,0.5343,0.9555,0.2054,0.1134,0.253,"(1, 12, 16)"
Decision Tree Regressor,0.8452,2.5896,1.5969,0.6001,0.5077,0.3116,0.255,"(1, 12, 16)"
Random Forest Regressor,0.8469,1.5001,1.2185,0.7695,0.424,0.2572,0.763,"(1, 12, 16)"
Light Gradient Boosting Machine,0.9369,1.7265,1.3069,0.7338,0.4482,0.3178,0.328,"(1, 12, 16)"
Extra Trees Regressor,0.9754,1.7865,1.3286,0.7258,0.4603,0.3075,0.381,"(1, 12, 16)"
Gradient Boosting Regressor,1.2061,2.5372,1.5887,0.6096,0.5332,0.3831,0.57,"(1, 12, 16)"
Linear Regression,1.7569,4.7673,2.1794,0.2675,0.6665,0.6261,0.244,"(1, 12, 16)"
Ridge Regression,1.8564,5.2477,2.2863,0.1943,0.692,0.6463,0.251,"(1, 12, 16)"
Bayesian Ridge,1.8673,5.2976,2.297,0.187,0.6948,0.6501,0.238,"(1, 12, 16)"
AdaBoost Regressor,1.9358,5.1637,2.269,0.2052,0.7363,0.7265,0.297,"(1, 12, 16)"
Orthogonal Matching Pursuit,2.029,6.0465,2.4545,0.0715,0.7336,0.7133,0.249,"(1, 12, 16)"
Elastic Net,2.0433,6.0744,2.4598,0.0679,0.7387,0.7135,0.267,"(1, 12, 16)"
Lasso Regression,2.0636,6.146,2.474,0.0573,0.7453,0.7192,0.243,"(1, 12, 16)"
Lasso Least Angle Regression,2.0636,6.146,2.474,0.0573,0.7453,0.7192,0.259,"(1, 12, 16)"
Huber Regressor,2.0692,6.7679,2.5944,-0.0355,0.7303,0.6127,0.253,"(1, 12, 16)"
Dummy Regressor,2.148,6.5639,2.5575,-0.0075,0.765,0.7615,0.243,"(1, 12, 16)"
Passive Aggressive Regressor,2.9243,12.1211,3.4055,-0.8352,0.9616,1.3472,0.25,"(1, 12, 16)"
Least Angle Regression,174081.8322,511620025405.6691,228093.8104,-73308085283.7802,4.1245,81530.383,0.251,"(1, 12, 16)"
K Neighbors Regressor,0.309,0.3189,0.5588,0.9525,0.2186,0.1086,0.255,"(1, 12, 17)"
Decision Tree Regressor,0.837,2.6361,1.6068,0.6069,0.5001,0.2924,0.262,"(1, 12, 17)"
Random Forest Regressor,0.8654,1.6123,1.2657,0.7603,0.4206,0.2675,0.698,"(1, 12, 17)"
Light Gradient Boosting Machine,0.9726,1.8804,1.3666,0.7202,0.4496,0.3224,0.327,"(1, 12, 17)"
Extra Trees Regressor,0.9787,1.8611,1.3604,0.7237,0.4532,0.3094,0.369,"(1, 12, 17)"
Gradient Boosting Regressor,1.2294,2.6282,1.6185,0.6082,0.5338,0.3895,0.555,"(1, 12, 17)"
Linear Regression,1.7643,4.915,2.214,0.2668,0.6618,0.6136,0.242,"(1, 12, 17)"
Ridge Regression,1.8569,5.284,2.2972,0.211,0.6852,0.639,0.243,"(1, 12, 17)"
Bayesian Ridge,1.8715,5.3524,2.3123,0.2007,0.6892,0.6464,0.255,"(1, 12, 17)"
AdaBoost Regressor,1.9108,5.0172,2.2389,0.2484,0.7114,0.7329,0.304,"(1, 12, 17)"
Orthogonal Matching Pursuit,2.0839,6.257,2.4998,0.0663,0.7315,0.7457,0.251,"(1, 12, 17)"
Elastic Net,2.0985,6.2838,2.5052,0.0624,0.7361,0.7493,0.255,"(1, 12, 17)"
Lasso Regression,2.1178,6.3539,2.5192,0.0519,0.742,0.7562,0.254,"(1, 12, 17)"
Lasso Least Angle Regression,2.1178,6.3539,2.5192,0.0519,0.742,0.7562,0.261,"(1, 12, 17)"
Huber Regressor,2.1349,7.0266,2.6486,-0.0471,0.7239,0.6551,0.253,"(1, 12, 17)"
Dummy Regressor,2.196,6.7418,2.5949,-0.0051,0.7604,0.8058,0.26,"(1, 12, 17)"
Passive Aggressive Regressor,2.6804,12.107,3.401,-0.7923,1.0021,0.9488,0.255,"(1, 12, 17)"
Least Angle Regression,7779352.1611,997568731830874.4,9990749.3325,-144534017453895.72,5.1531,3861754.9674,0.255,"(1, 12, 17)"
K Neighbors Regressor,0.2843,0.2808,0.5245,0.9534,0.2034,0.0984,0.246,"(1, 13, 15)"
Random Forest Regressor,0.8255,1.4596,1.2065,0.7569,0.4155,0.2517,0.692,"(1, 13, 15)"
Decision Tree Regressor,0.8285,2.606,1.6026,0.5636,0.5063,0.2884,0.257,"(1, 13, 15)"
Light Gradient Boosting Machine,0.9094,1.6438,1.2786,0.7263,0.4395,0.2987,0.315,"(1, 13, 15)"
Extra Trees Regressor,0.9496,1.708,1.3041,0.7154,0.4416,0.3022,0.385,"(1, 13, 15)"
Gradient Boosting Regressor,1.1597,2.3836,1.5417,0.6035,0.5142,0.3728,0.547,"(1, 13, 15)"
Linear Regression,1.6357,4.3862,2.0929,0.2694,0.6386,0.5549,0.261,"(1, 13, 15)"
Ridge Regression,1.7182,4.6918,2.1646,0.219,0.6551,0.5775,0.257,"(1, 13, 15)"
Bayesian Ridge,1.7278,4.7263,2.1725,0.2133,0.657,0.5817,0.253,"(1, 13, 15)"
AdaBoost Regressor,1.7818,4.4588,2.1095,0.2591,0.6902,0.6853,0.343,"(1, 13, 15)"
Orthogonal Matching Pursuit,1.915,5.4626,2.3344,0.0923,0.6969,0.6897,0.255,"(1, 13, 15)"
Elastic Net,1.9283,5.4876,2.3398,0.0883,0.7022,0.6914,0.27,"(1, 13, 15)"
Lasso Regression,1.9422,5.5372,2.3504,0.0801,0.7073,0.6947,0.257,"(1, 13, 15)"
Lasso Least Angle Regression,1.9422,5.5372,2.3504,0.0801,0.7073,0.6947,0.258,"(1, 13, 15)"
Huber Regressor,1.9644,6.0155,2.4501,0.0009,0.7034,0.6182,0.25,"(1, 13, 15)"
Dummy Regressor,2.0518,6.0318,2.4539,-0.0023,0.7327,0.7508,0.254,"(1, 13, 15)"
Passive Aggressive Regressor,2.2844,8.5579,2.9123,-0.4271,0.8216,0.7157,0.238,"(1, 13, 15)"
Least Angle Regression,17453.9924,2633952607.2585,29295.2298,-464822179.8634,4.9648,7402.7608,0.266,"(1, 13, 15)"
K Neighbors Regressor,0.2631,0.2441,0.4884,0.9575,0.1884,0.1011,0.253,"(1, 13, 16)"
Random Forest Regressor,0.7865,1.2877,1.1244,0.7774,0.3991,0.256,0.761,"(1, 13, 16)"
Decision Tree Regressor,0.8418,2.5526,1.5631,0.564,0.5019,0.3138,0.267,"(1, 13, 16)"
Light Gradient Boosting Machine,0.8847,1.5188,1.2278,0.7337,0.4267,0.3169,0.338,"(1, 13, 16)"
Extra Trees Regressor,0.9162,1.5783,1.2527,0.7225,0.4333,0.3008,0.381,"(1, 13, 16)"
Gradient Boosting Regressor,1.1171,2.2004,1.4802,0.6143,0.507,0.3763,0.588,"(1, 13, 16)"
Linear Regression,1.6526,4.3306,2.0784,0.24,0.6439,0.5854,0.258,"(1, 13, 16)"
Ridge Regression,1.7396,4.6888,2.1618,0.18,0.6665,0.6032,0.25,"(1, 13, 16)"
Bayesian Ridge,1.7547,4.745,2.1747,0.1708,0.6686,0.6084,0.261,"(1, 13, 16)"
AdaBoost Regressor,1.8189,4.5289,2.1261,0.2049,0.7068,0.7288,0.326,"(1, 13, 16)"
Orthogonal Matching Pursuit,1.8899,5.2894,2.2949,0.0785,0.7005,0.6703,0.254,"(1, 13, 16)"
