Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Orthogonal Matching Pursuit,1.9034,5.4312,2.328,0.0884,0.6991,0.6816,0.291,"(2, 5, 16)"
AdaBoost Regressor,1.9052,5.0679,2.2492,0.1484,0.7247,0.7635,0.339,"(2, 5, 16)"
Elastic Net,1.9352,5.5619,2.3562,0.0665,0.706,0.7024,0.289,"(2, 5, 16)"
K Neighbors Regressor,1.9499,6.0928,2.4652,-0.0235,0.7231,0.6991,0.302,"(2, 5, 16)"
Lasso Regression,1.9546,5.644,2.3735,0.0529,0.7109,0.7132,0.284,"(2, 5, 16)"
Lasso Least Angle Regression,1.9546,5.644,2.3735,0.0529,0.7109,0.7132,0.299,"(2, 5, 16)"
Dummy Regressor,2.0125,5.9837,2.4442,-0.0039,0.7278,0.738,0.285,"(2, 5, 16)"
Passive Aggressive Regressor,2.7642,12.3299,3.3856,-1.049,0.8554,0.9786,0.281,"(2, 5, 16)"
Least Angle Regression,1881.2495,18354752.6896,2456.9293,-2932089.5871,4.0156,898.2078,0.31,"(2, 5, 16)"
Extra Trees Regressor,1.1936,2.5936,1.6062,0.5904,0.5172,0.3785,0.388,"(2, 5, 17)"
Light Gradient Boosting Machine,1.2787,2.973,1.7169,0.5321,0.5404,0.4244,0.345,"(2, 5, 17)"
Random Forest Regressor,1.3318,3.1271,1.763,0.5067,0.5577,0.4201,0.66,"(2, 5, 17)"
Gradient Boosting Regressor,1.4485,3.5423,1.8785,0.4399,0.5876,0.4689,0.503,"(2, 5, 17)"
Linear Regression,1.7481,4.8663,2.2007,0.2311,0.6591,0.6094,0.307,"(2, 5, 17)"
Decision Tree Regressor,1.7488,6.8986,2.6204,-0.0892,0.779,0.6067,0.287,"(2, 5, 17)"
Ridge Regression,1.8929,5.3819,2.316,0.1487,0.6952,0.6695,0.274,"(2, 5, 17)"
Bayesian Ridge,1.9167,5.4555,2.3324,0.1371,0.7013,0.6822,0.299,"(2, 5, 17)"
Huber Regressor,1.9573,5.9352,2.4328,0.0617,0.6948,0.6581,0.271,"(2, 5, 17)"
AdaBoost Regressor,1.9646,5.4193,2.3256,0.1426,0.7312,0.7631,0.321,"(2, 5, 17)"
Orthogonal Matching Pursuit,2.0243,5.9929,2.4454,0.0517,0.7206,0.7343,0.298,"(2, 5, 17)"
Elastic Net,2.0435,6.024,2.4518,0.0471,0.7232,0.7503,0.29,"(2, 5, 17)"
Lasso Regression,2.059,6.0991,2.4672,0.0353,0.7271,0.7594,0.302,"(2, 5, 17)"
Lasso Least Angle Regression,2.059,6.0991,2.4672,0.0353,0.7271,0.7594,0.314,"(2, 5, 17)"
K Neighbors Regressor,2.0767,6.8053,2.6052,-0.0765,0.7482,0.735,0.27,"(2, 5, 17)"
Dummy Regressor,2.1008,6.3804,2.5235,-0.0087,0.7397,0.7737,0.297,"(2, 5, 17)"
Passive Aggressive Regressor,2.8221,12.4124,3.4625,-0.96,0.9187,1.2392,0.294,"(2, 5, 17)"
Least Angle Regression,34806.8247,11389808719.1766,57883.46,-1989328464.9585,6.3751,15643.6647,0.262,"(2, 5, 17)"
Extra Trees Regressor,1.1171,2.2442,1.4967,0.5963,0.493,0.3942,0.378,"(2, 6, 8)"
Light Gradient Boosting Machine,1.1725,2.4709,1.5715,0.5549,0.5082,0.425,0.347,"(2, 6, 8)"
Random Forest Regressor,1.2093,2.5938,1.6096,0.5335,0.5213,0.4172,0.731,"(2, 6, 8)"
Gradient Boosting Regressor,1.3534,3.0806,1.7546,0.4457,0.5648,0.4775,0.541,"(2, 6, 8)"
Decision Tree Regressor,1.5226,5.1694,2.2694,0.0641,0.6935,0.6104,0.309,"(2, 6, 8)"
Linear Regression,1.6484,4.2634,2.0636,0.2334,0.6432,0.6105,0.299,"(2, 6, 8)"
Ridge Regression,1.7324,4.6052,2.145,0.1716,0.6633,0.6347,0.306,"(2, 6, 8)"
Bayesian Ridge,1.7419,4.632,2.1513,0.167,0.6652,0.637,0.306,"(2, 6, 8)"
Huber Regressor,1.7955,5.1711,2.2716,0.0734,0.669,0.5961,0.307,"(2, 6, 8)"
Orthogonal Matching Pursuit,1.8604,5.1684,2.2716,0.0736,0.6989,0.6682,0.288,"(2, 6, 8)"
AdaBoost Regressor,1.8655,4.7813,2.1851,0.1407,0.7272,0.7552,0.333,"(2, 6, 8)"
Elastic Net,1.879,5.2134,2.2812,0.0662,0.7047,0.6709,0.316,"(2, 6, 8)"
Lasso Regression,1.8999,5.2904,2.2977,0.053,0.7115,0.677,0.255,"(2, 6, 8)"
Lasso Least Angle Regression,1.8999,5.2904,2.2977,0.053,0.7115,0.677,0.292,"(2, 6, 8)"
K Neighbors Regressor,1.939,5.9954,2.4454,-0.0758,0.7332,0.7006,0.292,"(2, 6, 8)"
Dummy Regressor,1.967,5.6249,2.3693,-0.0067,0.7307,0.7071,0.296,"(2, 6, 8)"
Passive Aggressive Regressor,2.4194,8.7329,2.936,-0.572,0.8745,1.0664,0.288,"(2, 6, 8)"
Least Angle Regression,310433.0412,1981292076154.586,445986.5402,-371217643482.2318,4.2209,153293.4303,0.29,"(2, 6, 8)"
Extra Trees Regressor,1.0694,2.1514,1.4627,0.603,0.4764,0.3773,0.405,"(2, 6, 9)"
Light Gradient Boosting Machine,1.1235,2.4185,1.549,0.5541,0.4976,0.4161,0.367,"(2, 6, 9)"
Random Forest Regressor,1.1465,2.4382,1.5561,0.5503,0.5039,0.4011,0.657,"(2, 6, 9)"
Gradient Boosting Regressor,1.2375,2.7457,1.6533,0.492,0.535,0.438,0.528,"(2, 6, 9)"
Decision Tree Regressor,1.4157,4.7667,2.1785,0.1163,0.6659,0.5547,0.276,"(2, 6, 9)"
Linear Regression,1.5552,3.9115,1.9765,0.2754,0.6188,0.6064,0.313,"(2, 6, 9)"
Ridge Regression,1.6971,4.4521,2.109,0.1751,0.6584,0.64,0.252,"(2, 6, 9)"
Bayesian Ridge,1.7104,4.492,2.1185,0.1678,0.6615,0.6468,0.306,"(2, 6, 9)"
Huber Regressor,1.7438,5.0723,2.2509,0.0616,0.6572,0.5962,0.289,"(2, 6, 9)"
AdaBoost Regressor,1.7814,4.401,2.0971,0.1846,0.7072,0.7309,0.337,"(2, 6, 9)"
Orthogonal Matching Pursuit,1.8184,4.98,2.2306,0.0781,0.6887,0.6871,0.28,"(2, 6, 9)"
Elastic Net,1.8342,5.0383,2.2434,0.0681,0.6946,0.6882,0.298,"(2, 6, 9)"
Lasso Regression,1.8502,5.1096,2.2592,0.0552,0.7013,0.6921,0.284,"(2, 6, 9)"
Lasso Least Angle Regression,1.8502,5.1096,2.2592,0.0552,0.7013,0.6921,0.302,"(2, 6, 9)"
K Neighbors Regressor,1.9053,5.7698,2.3996,-0.0668,0.7255,0.7304,0.277,"(2, 6, 9)"
Dummy Regressor,1.9416,5.4332,2.3298,-0.0046,0.7249,0.7321,0.284,"(2, 6, 9)"
Passive Aggressive Regressor,2.545,11.886,3.2863,-1.2468,0.8881,1.0018,0.271,"(2, 6, 9)"
Least Angle Regression,266888.1223,1383553156031.216,372014.3197,-242827004540.6108,3.0404,126634.8417,0.299,"(2, 6, 9)"
Extra Trees Regressor,1.0997,2.2401,1.4946,0.6137,0.4891,0.374,0.393,"(2, 6, 10)"
Light Gradient Boosting Machine,1.1696,2.4913,1.575,0.5712,0.5095,0.4103,0.338,"(2, 6, 10)"
Random Forest Regressor,1.2076,2.6496,1.6252,0.5437,0.5242,0.4008,0.631,"(2, 6, 10)"
Gradient Boosting Regressor,1.3051,2.9647,1.7187,0.4902,0.5527,0.4351,0.529,"(2, 6, 10)"
Decision Tree Regressor,1.5108,5.3529,2.3106,0.0786,0.7,0.5606,0.284,"(2, 6, 10)"
Linear Regression,1.5965,4.0712,2.0148,0.3007,0.632,0.5997,0.281,"(2, 6, 10)"
Ridge Regression,1.7045,4.4592,2.1079,0.2349,0.6585,0.6274,0.304,"(2, 6, 10)"
Bayesian Ridge,1.7111,4.4843,2.114,0.2305,0.6602,0.6316,0.28,"(2, 6, 10)"
Huber Regressor,1.8168,5.3224,2.3039,0.0857,0.6741,0.604,0.305,"(2, 6, 10)"
AdaBoost Regressor,1.8324,4.7036,2.1665,0.1909,0.713,0.7273,0.314,"(2, 6, 10)"
Orthogonal Matching Pursuit,1.8935,5.319,2.3035,0.0867,0.7064,0.6915,0.298,"(2, 6, 10)"
Elastic Net,1.9356,5.4106,2.3236,0.0709,0.7134,0.7133,0.324,"(2, 6, 10)"
Lasso Regression,1.9585,5.4878,2.3405,0.0573,0.7206,0.7242,0.307,"(2, 6, 10)"
Lasso Least Angle Regression,1.9585,5.4878,2.3405,0.0573,0.7206,0.7242,0.284,"(2, 6, 10)"
K Neighbors Regressor,1.9781,6.0849,2.4627,-0.0451,0.7457,0.7319,0.309,"(2, 6, 10)"
Dummy Regressor,2.0596,5.8456,2.4168,-0.0056,0.7436,0.7824,0.309,"(2, 6, 10)"
Passive Aggressive Regressor,2.571,11.8877,3.3468,-1.0156,0.8932,0.9701,0.302,"(2, 6, 10)"
Least Angle Regression,104369.314,161248042954.5939,147025.9959,-26965965749.8273,4.8799,55927.7541,0.311,"(2, 6, 10)"
Extra Trees Regressor,1.0679,2.1075,1.4476,0.6253,0.49,0.3802,0.406,"(2, 6, 12)"
Light Gradient Boosting Machine,1.1507,2.4197,1.551,0.5706,0.5117,0.4319,0.34,"(2, 6, 12)"
Random Forest Regressor,1.1558,2.497,1.5755,0.5555,0.518,0.4037,0.688,"(2, 6, 12)"
Gradient Boosting Regressor,1.2535,2.8727,1.6888,0.4906,0.5502,0.448,0.556,"(2, 6, 12)"
Decision Tree Regressor,1.4607,4.9287,2.2109,0.1159,0.692,0.5963,0.268,"(2, 6, 12)"
Linear Regression,1.5963,4.1266,2.0261,0.2673,0.6377,0.6345,0.274,"(2, 6, 12)"
Ridge Regression,1.699,4.5421,2.1279,0.1907,0.6681,0.6504,0.298,"(2, 6, 12)"
Bayesian Ridge,1.7069,4.5729,2.135,0.1858,0.6697,0.6528,0.297,"(2, 6, 12)"
Huber Regressor,1.7482,5.3515,2.3073,0.0523,0.6687,0.5795,0.296,"(2, 6, 12)"
AdaBoost Regressor,1.7648,4.448,2.1074,0.2046,0.7217,0.7376,0.335,"(2, 6, 12)"
Orthogonal Matching Pursuit,1.8343,5.1994,2.2749,0.0785,0.7054,0.6885,0.269,"(2, 6, 12)"
Elastic Net,1.8633,5.2713,2.2909,0.0655,0.7111,0.6988,0.27,"(2, 6, 12)"
Lasso Regression,1.8839,5.3415,2.3063,0.0528,0.7172,0.7054,0.279,"(2, 6, 12)"
Lasso Least Angle Regression,1.8839,5.3415,2.3063,0.0528,0.7172,0.7054,0.284,"(2, 6, 12)"
K Neighbors Regressor,1.9055,5.9845,2.443,-0.0681,0.7446,0.7032,0.277,"(2, 6, 12)"
Dummy Regressor,1.955,5.6625,2.3749,-0.0045,0.7368,0.7332,0.304,"(2, 6, 12)"
Passive Aggressive Regressor,2.9876,14.6059,3.6638,-1.6501,0.9584,1.3785,0.256,"(2, 6, 12)"
Least Angle Regression,2110.8733,43081658.1089,2983.9087,-7182836.9642,4.4698,1119.1297,0.273,"(2, 6, 12)"
Extra Trees Regressor,0.9955,1.8227,1.3478,0.6469,0.4612,0.3621,0.392,"(2, 6, 13)"
Random Forest Regressor,1.0618,2.0542,1.4301,0.602,0.4857,0.3792,0.692,"(2, 6, 13)"
Light Gradient Boosting Machine,1.0715,2.057,1.4311,0.6006,0.4804,0.4171,0.338,"(2, 6, 13)"
Gradient Boosting Regressor,1.2027,2.5045,1.5806,0.514,0.5308,0.4359,0.524,"(2, 6, 13)"
Decision Tree Regressor,1.3433,4.209,2.0449,0.1848,0.6628,0.5736,0.292,"(2, 6, 13)"
Linear Regression,1.5655,3.8969,1.9714,0.2471,0.6282,0.613,0.287,"(2, 6, 13)"
Ridge Regression,1.6573,4.2892,2.069,0.1724,0.6556,0.6261,0.31,"(2, 6, 13)"
Bayesian Ridge,1.667,4.3309,2.0789,0.1647,0.6571,0.6303,0.298,"(2, 6, 13)"
AdaBoost Regressor,1.7,3.9861,1.9954,0.2281,0.687,0.7026,0.35,"(2, 6, 13)"
Huber Regressor,1.7095,4.9632,2.2222,0.0474,0.6546,0.5841,0.302,"(2, 6, 13)"
Orthogonal Matching Pursuit,1.7893,4.8896,2.2087,0.0573,0.6869,0.6845,0.299,"(2, 6, 13)"
Elastic Net,1.8159,4.9153,2.214,0.0536,0.6944,0.6909,0.289,"(2, 6, 13)"
Lasso Regression,1.8367,4.9863,2.2298,0.0403,0.7009,0.699,0.309,"(2, 6, 13)"
Lasso Least Angle Regression,1.8367,4.9863,2.2298,0.0403,0.7009,0.699,0.254,"(2, 6, 13)"
K Neighbors Regressor,1.8488,5.4762,2.3359,-0.0546,0.7202,0.7239,0.306,"(2, 6, 13)"
Dummy Regressor,1.9111,5.2653,2.2915,-0.0137,0.7198,0.7347,0.29,"(2, 6, 13)"
Passive Aggressive Regressor,2.4304,9.0845,2.9271,-0.8317,0.8589,1.166,0.294,"(2, 6, 13)"
Least Angle Regression,466058.1674,6015094352041.819,814080.5627,-1216681423266.0854,6.0914,237636.542,0.269,"(2, 6, 13)"
Extra Trees Regressor,1.0308,2.0272,1.4205,0.6276,0.4807,0.347,0.386,"(2, 6, 15)"
Light Gradient Boosting Machine,1.09,2.2435,1.4948,0.5871,0.4965,0.3895,0.334,"(2, 6, 15)"
Random Forest Regressor,1.1361,2.3978,1.5458,0.56,0.5164,0.3812,0.671,"(2, 6, 15)"
Gradient Boosting Regressor,1.2015,2.6054,1.6124,0.5224,0.5372,0.4098,0.52,"(2, 6, 15)"
Decision Tree Regressor,1.5076,5.3186,2.2991,0.0286,0.716,0.5817,0.301,"(2, 6, 15)"
Linear Regression,1.5443,3.9327,1.9793,0.2823,0.6304,0.5805,0.298,"(2, 6, 15)"
Ridge Regression,1.6315,4.2508,2.0588,0.2238,0.6494,0.6061,0.291,"(2, 6, 15)"
Bayesian Ridge,1.6453,4.2939,2.0696,0.216,0.6519,0.613,0.3,"(2, 6, 15)"
Huber Regressor,1.713,4.8547,2.2007,0.114,0.6551,0.6006,0.306,"(2, 6, 15)"
AdaBoost Regressor,1.747,4.3421,2.0814,0.2063,0.7121,0.7347,0.329,"(2, 6, 15)"
Orthogonal Matching Pursuit,1.7813,4.8831,2.208,0.1085,0.6864,0.6771,0.313,"(2, 6, 15)"
Elastic Net,1.8136,4.9613,2.2259,0.0939,0.6929,0.687,0.297,"(2, 6, 15)"
Lasso Regression,1.8368,5.0267,2.2405,0.0819,0.6999,0.6949,0.288,"(2, 6, 15)"
Lasso Least Angle Regression,1.8368,5.0267,2.2405,0.0819,0.6999,0.6949,0.294,"(2, 6, 15)"
K Neighbors Regressor,1.8736,5.8268,2.4126,-0.0676,0.7381,0.6889,0.293,"(2, 6, 15)"
Dummy Regressor,1.9438,5.4878,2.3415,-0.0028,0.7301,0.732,0.299,"(2, 6, 15)"
Passive Aggressive Regressor,2.8041,12.0298,3.3884,-1.1821,0.9356,1.35,0.284,"(2, 6, 15)"
Least Angle Regression,3404.2073,165848086.8795,4472.0767,-26650038.5861,4.0958,1658.3497,0.294,"(2, 6, 15)"
Extra Trees Regressor,1.0113,1.9359,1.3896,0.63,0.4679,0.353,0.394,"(2, 6, 16)"
Light Gradient Boosting Machine,1.0849,2.1987,1.4795,0.5802,0.4874,0.3974,0.363,"(2, 6, 16)"
Random Forest Regressor,1.1204,2.3341,1.5265,0.5541,0.5044,0.3859,0.664,"(2, 6, 16)"
Gradient Boosting Regressor,1.2004,2.5542,1.5964,0.5122,0.5293,0.4205,0.527,"(2, 6, 16)"
Decision Tree Regressor,1.4843,5.0486,2.2347,0.0361,0.6922,0.6234,0.277,"(2, 6, 16)"
Linear Regression,1.5576,3.882,1.9686,0.2595,0.6262,0.6025,0.303,"(2, 6, 16)"
Ridge Regression,1.6537,4.2274,2.0525,0.1952,0.6503,0.6277,0.299,"(2, 6, 16)"
Bayesian Ridge,1.6629,4.2694,2.0627,0.1872,0.6522,0.63,0.287,"(2, 6, 16)"
Huber Regressor,1.6918,4.8543,2.2006,0.0746,0.6508,0.563,0.32,"(2, 6, 16)"
Orthogonal Matching Pursuit,1.7712,4.7869,2.1857,0.0869,0.6867,0.6554,0.278,"(2, 6, 16)"
AdaBoost Regressor,1.7894,4.4036,2.0979,0.1566,0.7217,0.7585,0.332,"(2, 6, 16)"
Elastic Net,1.7923,4.8468,2.1992,0.0764,0.6918,0.6595,0.288,"(2, 6, 16)"
Lasso Regression,1.8082,4.9137,2.2143,0.0639,0.6983,0.6622,0.304,"(2, 6, 16)"
Lasso Least Angle Regression,1.8082,4.9137,2.2143,0.0639,0.6983,0.6622,0.278,"(2, 6, 16)"
K Neighbors Regressor,1.8659,5.8043,2.4063,-0.1088,0.735,0.6709,0.282,"(2, 6, 16)"
Dummy Regressor,1.9017,5.2819,2.296,-0.006,0.7231,0.7069,0.279,"(2, 6, 16)"
Passive Aggressive Regressor,2.1157,7.3629,2.6626,-0.3998,0.7767,0.7896,0.285,"(2, 6, 16)"
Least Angle Regression,50739.015,41098173631.4437,66374.0517,-8224946207.3864,5.5249,27597.5615,0.303,"(2, 6, 16)"
Extra Trees Regressor,1.0968,2.1902,1.4762,0.6164,0.497,0.3863,0.402,"(2, 6, 17)"
Light Gradient Boosting Machine,1.1491,2.4404,1.5602,0.5692,0.5111,0.4213,0.351,"(2, 6, 17)"
Random Forest Regressor,1.1886,2.5686,1.599,0.5505,0.5242,0.4058,0.65,"(2, 6, 17)"
Gradient Boosting Regressor,1.2787,2.872,1.692,0.4957,0.5527,0.443,0.54,"(2, 6, 17)"
Decision Tree Regressor,1.5045,5.3133,2.3027,0.0576,0.7019,0.5947,0.292,"(2, 6, 17)"
Linear Regression,1.61,4.1929,2.0424,0.2669,0.6412,0.6091,0.285,"(2, 6, 17)"
Ridge Regression,1.7238,4.59,2.1396,0.1958,0.6681,0.6447,0.283,"(2, 6, 17)"
Bayesian Ridge,1.7312,4.6205,2.1466,0.1907,0.6699,0.647,0.292,"(2, 6, 17)"
Huber Regressor,1.8105,5.2514,2.2848,0.0847,0.6742,0.6218,0.279,"(2, 6, 17)"
AdaBoost Regressor,1.8372,4.7141,2.1679,0.1724,0.7181,0.7473,0.34,"(2, 6, 17)"
Orthogonal Matching Pursuit,1.894,5.3129,2.3001,0.0719,0.709,0.7078,0.314,"(2, 6, 17)"
Elastic Net,1.9151,5.3671,2.3117,0.0633,0.714,0.7161,0.297,"(2, 6, 17)"
Lasso Regression,1.9351,5.4352,2.3261,0.052,0.7209,0.7228,0.284,"(2, 6, 17)"
Lasso Least Angle Regression,1.9351,5.4352,2.3261,0.052,0.7209,0.7228,0.27,"(2, 6, 17)"
K Neighbors Regressor,1.9828,6.2313,2.4922,-0.0935,0.7505,0.7596,0.291,"(2, 6, 17)"
Dummy Regressor,2.0173,5.7592,2.3948,-0.0049,0.743,0.7568,0.281,"(2, 6, 17)"
Passive Aggressive Regressor,2.3055,8.8213,2.9171,-0.5581,0.8444,0.8202,0.298,"(2, 6, 17)"
Least Angle Regression,568206.6227,12247963862926.518,1182526.4231,-1964890330239.556,6.1722,236246.9219,0.311,"(2, 6, 17)"
Extra Trees Regressor,1.1276,2.3627,1.533,0.5978,0.4918,0.3954,0.387,"(2, 8, 9)"
Light Gradient Boosting Machine,1.2064,2.6766,1.6292,0.5437,0.5186,0.4343,0.375,"(2, 8, 9)"
Random Forest Regressor,1.2383,2.794,1.6659,0.5248,0.5253,0.4211,0.646,"(2, 8, 9)"
Gradient Boosting Regressor,1.3506,3.1721,1.7777,0.4593,0.5605,0.4635,0.518,"(2, 8, 9)"
Decision Tree Regressor,1.58,5.6912,2.3797,0.0303,0.7179,0.5885,0.307,"(2, 8, 9)"
Linear Regression,1.6598,4.3836,2.0907,0.2533,0.6412,0.6217,0.275,"(2, 8, 9)"
Ridge Regression,1.7425,4.7949,2.1864,0.1833,0.6683,0.6153,0.31,"(2, 8, 9)"
Bayesian Ridge,1.7614,4.8573,2.2011,0.1728,0.6743,0.6203,0.291,"(2, 8, 9)"
Huber Regressor,1.7755,5.3401,2.3094,0.0901,0.6722,0.5717,0.307,"(2, 8, 9)"
Orthogonal Matching Pursuit,1.8181,5.1411,2.2655,0.1243,0.6925,0.6339,0.289,"(2, 8, 9)"
AdaBoost Regressor,1.8439,4.8117,2.1904,0.1807,0.7111,0.7195,0.316,"(2, 8, 9)"
Elastic Net,1.8545,5.2883,2.298,0.0996,0.7008,0.6475,0.273,"(2, 8, 9)"
Lasso Regression,1.8791,5.354,2.3123,0.0884,0.707,0.6581,0.309,"(2, 8, 9)"
Lasso Least Angle Regression,1.8791,5.354,2.3123,0.0884,0.707,0.6581,0.299,"(2, 8, 9)"
K Neighbors Regressor,1.9626,6.1214,2.4711,-0.0448,0.7375,0.7114,0.263,"(2, 8, 9)"
Dummy Regressor,2.0103,5.9329,2.4347,-0.0105,0.74,0.7259,0.302,"(2, 8, 9)"
Passive Aggressive Regressor,2.5944,10.436,3.199,-0.7884,0.946,1.0719,0.304,"(2, 8, 9)"
Least Angle Regression,2.672174590820832e+156,inf,inf,-inf,40.3551,1.2267890754916435e+156,0.306,"(2, 8, 9)"
Extra Trees Regressor,1.2006,2.6891,1.6369,0.5925,0.5258,0.3748,0.409,"(2, 8, 10)"
Light Gradient Boosting Machine,1.282,3.0592,1.7451,0.5356,0.5466,0.4263,0.361,"(2, 8, 10)"
Random Forest Regressor,1.3383,3.1877,1.7828,0.5167,0.5631,0.4148,0.643,"(2, 8, 10)"
Gradient Boosting Regressor,1.4593,3.6813,1.9157,0.4423,0.596,0.4737,0.536,"(2, 8, 10)"
Decision Tree Regressor,1.6748,6.4429,2.5342,0.0175,0.7502,0.6192,0.285,"(2, 8, 10)"
Linear Regression,1.6806,4.6421,2.1502,0.299,0.6626,0.5628,0.327,"(2, 8, 10)"
Ridge Regression,1.7653,4.9483,2.2202,0.2525,0.6773,0.5839,0.298,"(2, 8, 10)"
Bayesian Ridge,1.7804,4.998,2.2318,0.2448,0.6803,0.5906,0.288,"(2, 8, 10)"
Huber Regressor,1.9138,5.8024,2.4039,0.1242,0.7041,0.6246,0.303,"(2, 8, 10)"
Orthogonal Matching Pursuit,1.968,5.6879,2.3818,0.1399,0.7299,0.6706,0.274,"(2, 8, 10)"
Elastic Net,2.0144,5.8964,2.4255,0.1079,0.7434,0.6901,0.287,"(2, 8, 10)"
AdaBoost Regressor,2.0164,5.528,2.3486,0.1628,0.7675,0.7673,0.331,"(2, 8, 10)"
Lasso Regression,2.0375,5.9688,2.4405,0.0968,0.7504,0.6985,0.295,"(2, 8, 10)"
Lasso Least Angle Regression,2.0375,5.9688,2.4405,0.0968,0.7504,0.6985,0.282,"(2, 8, 10)"
K Neighbors Regressor,2.1322,7.0937,2.6591,-0.0729,0.7831,0.7459,0.273,"(2, 8, 10)"
Dummy Regressor,2.1815,6.6553,2.5771,-0.006,0.7831,0.7626,0.273,"(2, 8, 10)"
Passive Aggressive Regressor,2.5843,9.917,3.0838,-0.4919,0.8941,1.082,0.3,"(2, 8, 10)"
Least Angle Regression,1080737.4678,7376244429831.91,1508177.3176,-1185632036462.19,7.2748,489579.4995,0.298,"(2, 8, 10)"
Extra Trees Regressor,1.222,2.6818,1.6324,0.5793,0.5243,0.4216,0.396,"(2, 8, 12)"
Light Gradient Boosting Machine,1.2875,3.024,1.7317,0.5261,0.5472,0.4621,0.335,"(2, 8, 12)"
Random Forest Regressor,1.3508,3.2115,1.787,0.4967,0.5657,0.4518,0.669,"(2, 8, 12)"
Gradient Boosting Regressor,1.4334,3.5123,1.869,0.4499,0.5871,0.4981,0.546,"(2, 8, 12)"
Decision Tree Regressor,1.7331,6.4596,2.538,-0.0165,0.7495,0.6907,0.321,"(2, 8, 12)"
Linear Regression,1.7434,4.865,2.2016,0.2373,0.6675,0.6513,0.292,"(2, 8, 12)"
Ridge Regression,1.8335,5.1951,2.2761,0.1834,0.6867,0.6638,0.305,"(2, 8, 12)"
Bayesian Ridge,1.8412,5.2131,2.2801,0.1806,0.6899,0.6618,0.318,"(2, 8, 12)"
Huber Regressor,1.8782,5.8835,2.4227,0.0757,0.6964,0.6028,0.289,"(2, 8, 12)"
Orthogonal Matching Pursuit,1.9281,5.6403,2.3727,0.1133,0.719,0.6793,0.292,"(2, 8, 12)"
Elastic Net,1.9641,5.7689,2.4001,0.0928,0.7269,0.6917,0.293,"(2, 8, 12)"
AdaBoost Regressor,1.9845,5.4244,2.3266,0.1464,0.7614,0.8027,0.316,"(2, 8, 12)"
Lasso Regression,1.986,5.8397,2.4148,0.0817,0.7333,0.6996,0.288,"(2, 8, 12)"
Lasso Least Angle Regression,1.986,5.8397,2.4148,0.0817,0.7333,0.6996,0.296,"(2, 8, 12)"
K Neighbors Regressor,2.0702,6.8454,2.6143,-0.0768,0.7641,0.7502,0.328,"(2, 8, 12)"
Dummy Regressor,2.0882,6.4025,2.528,-0.0052,0.7604,0.7502,0.306,"(2, 8, 12)"
Passive Aggressive Regressor,3.23,16.3171,3.9111,-1.5206,1.0047,1.5277,0.311,"(2, 8, 12)"
Least Angle Regression,20225.517,8219511720.3832,29071.4277,-1601921116.3209,4.1105,9068.3639,0.3,"(2, 8, 12)"
Extra Trees Regressor,1.0879,2.169,1.4687,0.6281,0.4821,0.3803,0.394,"(2, 8, 13)"
Light Gradient Boosting Machine,1.2003,2.6049,1.6094,0.554,0.5117,0.4423,0.347,"(2, 8, 13)"
Random Forest Regressor,1.221,2.663,1.6262,0.5443,0.5244,0.4176,0.702,"(2, 8, 13)"
Gradient Boosting Regressor,1.3224,3.054,1.743,0.4776,0.5604,0.4615,0.539,"(2, 8, 13)"
Decision Tree Regressor,1.5223,5.4128,2.3166,0.0698,0.6982,0.6011,0.313,"(2, 8, 13)"
Linear Regression,1.6553,4.3712,2.0837,0.2508,0.6461,0.6092,0.293,"(2, 8, 13)"
Ridge Regression,1.7527,4.7925,2.1838,0.1788,0.6745,0.6212,0.293,"(2, 8, 13)"
Bayesian Ridge,1.7691,4.836,2.1943,0.1712,0.679,0.6255,0.295,"(2, 8, 13)"
Huber Regressor,1.7943,5.28,2.2931,0.0952,0.678,0.5919,0.311,"(2, 8, 13)"
AdaBoost Regressor,1.812,4.6308,2.1499,0.2054,0.7157,0.7145,0.316,"(2, 8, 13)"
Orthogonal Matching Pursuit,1.8614,5.1944,2.2754,0.1094,0.7033,0.6652,0.298,"(2, 8, 13)"
Elastic Net,1.8832,5.2544,2.2889,0.0993,0.7082,0.6709,0.283,"(2, 8, 13)"
Lasso Regression,1.9074,5.3233,2.3043,0.0873,0.7146,0.6804,0.273,"(2, 8, 13)"
Lasso Least Angle Regression,1.9074,5.3233,2.3043,0.0873,0.7146,0.6804,0.278,"(2, 8, 13)"
K Neighbors Regressor,1.9497,6.0365,2.4523,-0.0349,0.7396,0.7178,0.3,"(2, 8, 13)"
Dummy Regressor,2.0184,5.8571,2.4189,-0.0054,0.7432,0.735,0.284,"(2, 8, 13)"
Passive Aggressive Regressor,2.209,8.1192,2.8348,-0.4029,0.8258,0.7539,0.304,"(2, 8, 13)"
Least Angle Regression,2518005.6792,108541627051505.53,3457678.6392,-18509022457345.03,7.9959,1116806.5137,0.296,"(2, 8, 13)"
Extra Trees Regressor,1.1655,2.5395,1.593,0.5832,0.5252,0.3656,0.389,"(2, 8, 15)"
Light Gradient Boosting Machine,1.2417,2.8028,1.6735,0.5393,0.5382,0.421,0.361,"(2, 8, 15)"
Random Forest Regressor,1.3242,3.1366,1.7704,0.4851,0.5659,0.421,0.667,"(2, 8, 15)"
